stock_code,description,units_sold,revenue,orders
23388,WOODLAND MINI BACKPACK,816.0,3411.34,152
23388,WOODLAND MINI RUCKSACK ,5.0,20.75,2
23389,SPACEBOY MINI BACKPACK,1102.0,4697.54,233
23389,SPACEBOY MINI RUCKSACK,13.0,53.95,4
23390,DOLLY GIRL MINI BACKPACK,739.0,2992.39,161
23390,DOLLY GIRL MINI RUCKSACK,8.0,33.2,2
23391, I LOVE LONDON MINI BACKPACK,388.0,1624.02,86
23391, I LOVE LONDON MINI RUCKSACK,1.0,4.15,1
23392,SPACEBOY ROCKET LOLLY MAKERS,662.0,1475.03,113
23393,HOME SWEET HOME CUSHION COVER ,801.0,3207.91,229
23394,POSTE FRANCE CUSHION COVER,435.0,1877.65,150
23395,BELLE JARDINIERE CUSHION COVER,748.0,3257.08,210
23396,BUTTERFLY CUSHION COVER,8.0,30.0,2
23396,LA JARDIN BOTANIQUE CUSHION COVER,87.0,375.53,28
23396,LE JARDIN BOTANIQUE CUSHION COVER,559.0,2345.0,166
23397,FOOT STOOL HOME SWEET HOME ,489.0,5097.65,217
23398,HANGING HEART BONHEUR,606.0,535.35,69
23399,HOME SWEET HOME HANGING HEART,1914.0,1745.55,225
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,461.0,2409.34,107
23401,RUSTIC MIRROR WITH LACE HEART,459.0,2354.87,83
23402,HOME SWEEET HOME 3 PEG HANGER ,25.0,93.75,4
23402,HOME SWEET HOME 3 PEG HANGER ,271.0,1053.53,64
23403,LETTER HOLDER HOME SWEET HOME,625.0,2204.11,134
23404,HOME SWEET HOME BLACKBOARD,1011.0,4561.76,169
23405,HOME SWEET HOME 2 DRAWER CABINET,252.0,1311.48,70
23406,HOME SWEET HOME KEY HOLDER,456.0,2422.66,111
23407,SET OF 2 TRAYS HOME SWEET HOME,265.0,2709.43,133
23408,PHOTO FRAME LINEN AND LACE SMALL,310.0,644.8,59
23409,PHOTO FRAME LINEN AND LACE LARGE,215.0,801.68,43
23410,CURIO CABINET LINEN AND LACE ,36.0,290.1,18
23411, TRELLIS COAT RACK,227.0,1118.61,56
23412,HEART MIRROR ANTIQUE WHITE,358.0,2354.8,76
23413,DECORATIVE VINTAGE COFFEE  BOX,52.0,277.0,22
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,12.0,71.08,6
23413,VINTAGE COFFEE GRINDER BOX,109.0,561.23,30
23414,ZINC BOX SIGN HOME,141.0,1378.75,64
23415,HOME SWEET HOME HOOK,328.0,412.18,47
23416,CHAMBRE HOOK,132.0,184.68,25
23417,BATHROOM HOOK,146.0,157.5,27
23418,LAVENDER TOILETTE BOTTLE,557.0,1166.0,79
23419,HOME SWEET HOME BOTTLE ,473.0,1043.72,86
23420,PANTRY HOOK TEA STRAINER ,164.0,351.37,32
23421,PANTRY HOOK SPATULA,160.0,349.2,33
23422,PANTRY HOOK BALLOON WHISK ,213.0,477.89,47
23423,PANTRY 3 HOOK ROLLING PIN HANGER,219.0,876.9,66
23424,GINGHAM RECIPE BOOK BOX,462.0,2509.62,135
23425,STORAGE TIN HOME SWEET HOME,275.0,621.44,56
23426,METAL SIGN DROP YOUR PANTS,1275.0,3444.43,206
23427,STOOL HOME SWEET HOME ,237.0,2860.58,114
23428,IVORY RETRO KITCHEN WALL CLOCK,77.0,675.91,33
23429,RED RETRO KITCHEN WALL CLOCK,47.0,400.01,23
23430,BLUE RETRO KITCHEN WALL CLOCK,36.0,301.88,18
23431,NATURAL HANGING QUILTED HEARTS ,1449.0,1171.23,72
23432,PRETTY HANGING QUILTED HEARTS,1276.0,1088.36,74
23433,HANGING QUILTED PATCHWORK APPLES,1258.0,1108.58,89
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2095.0,1884.17,199
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,824.0,732.42,99
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148.0,185.0,9
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1831.0,2182.39,105
23437, 50'S CHRISTMAS GIFT BAG LARGE,1915.0,2343.63,129
23437,GIFT BAG LARGE 50'S CHRISTMAS,24.0,30.0,2
23438, RED SPOT GIFT BAG LARGE,1713.0,2089.92,103
23438,GIFT BAG LARGE SPOT ,96.0,120.0,6
23439,HAND WARMER RED LOVE HEART,3986.0,8855.51,397
23440,PAINT YOUR OWN EGGS IN CRATE,164.0,299.36,5
23441,HAND PAINTED HANGING EASTER EGG,22.0,9.24,3
23442,12 HANGING EGGS HAND PAINTED,40.0,83.2,7
23444,Next Day Carriage,79.0,1200.0,79
23445,ICE CREAM BUBBLES,2668.0,2161.24,101
23446,BLUE BUNNY EASTER EGG BASKET,157.0,230.25,3
23447,PINK BUNNY EASTER EGG BASKET,158.0,231.9,4
23448,CREAM BUNNY EASTER EGG BASKET,25.0,41.25,3
23449,SET OF 6 EASTER RAINBOW CHICKS,12.0,15.0,1
23451,SQUARE MINI PORTRAIT FRAME,277.0,556.17,52
23452,HEART MINI PORTRAIT FRAME,518.0,1021.76,87
23453,OVAL  MINI PORTRAIT FRAME,316.0,615.98,47
23454,SET OF 3 MINI HANGING PORTRAITS,32.0,123.2,2
23454,THREE MINI HANGING FRAMES,142.0,610.0,50
23455,SMALL PARLOUR FRAME,42.0,106.98,2
23455,SMALL PARLOUR PICTURE FRAME,165.0,462.45,33
23456,MEDIUM PARLOUR FRAME ,22.0,84.1,2
23456,MEDIUM PARLOUR PICTURE FRAME ,136.0,550.0,34
23457,LARGE PARLOUR FRAME,27.0,122.85,2
23457,LARGE PARLOUR PICTURE FRAME,85.0,427.03,29
23458,DOLLY CABINET 3 DRAWERS ,51.0,762.45,30
23459,DOLLY CABINET 2 DRAWERS ,33.0,412.5,19
23460,SWEETHEART WALL TIDY ,108.0,1007.08,43
23461,SWEETHEART BIRD HOUSE,847.0,3041.21,94
23462,ROCOCO WALL MIROR,2.0,39.9,1
23462,ROCOCO WALL MIRROR WHITE,78.0,1567.14,45
23463,VINTAGE ZINC WATERING CAN,13.0,139.4,8
23464,VINTAGE ZINC WATERING CAN SMALL,18.0,99.2,8
23465,TUSCAN VILLA BIRD FEEDER,17.0,148.63,9
23465,TUSCAN VILLA FEEDING STATION,12.0,99.0,7
23466,TUSCAN VILLA DOVECOTE,12.0,99.0,4
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,43.0,399.03,23
23467,VINTAGE ZINC PLANTER  ,32.0,120.08,11
23468,TUSCAN VILLA BIRD TABLE ,19.0,156.75,11
23469,CARD HOLDER LOVE BIRD SMALL,332.0,1355.24,72
23470,CARD HOLDER LOVE BIRD LARGE ,232.0,1460.5,84
23471,SIX DRAWER OFFICE TIDY,65.0,616.79,27
23472, NINE DRAWER OFFICE TIDY,58.0,894.42,33
23473,WOODLAND SMALL RED FELT HEART,678.0,552.02,51
23474,WOODLAND SMALL BLUE FELT HEART,312.0,270.96,37
23475,WOODLAND SMALL PINK FELT HEART,286.0,242.18,31
23476,WOODLAND LARGE RED FELT HEART,205.0,264.72,22
23477,WOODLAND LARGE BLUE FELT HEART,92.0,123.47,13
23478,WOODLAND LARGE PINK FELT HEART,285.0,324.4,13
23479,WIRE EGG BASKET ,113.0,872.38,44
23480,MINI LIGHTS WOODLAND MUSHROOMS,1798.0,6719.14,215
23481,PEARLISED IVORY HEART SMALL ,228.0,281.17,29
23482,PEARLISED IVORY HEART LARGE ,418.0,661.02,39
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1328.0,1636.36,73
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,129.0,395.11,30
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56.0,152.24,5
23485,BOTANICAL GARDENS WALL CLOCK ,262.0,5843.92,83
23486,ANTIQUE HEART SHELF UNIT,275.0,4145.47,74
23487,SWEET HEART CAKE CARRIER,80.0,795.58,44
23489,"GARLAND, VINTAGE BELLS",92.0,265.88,10
23489,VINTAGE BELLS GARLAND,821.0,2443.35,149
23490,T-LIGHT HOLDER HANGING LOVE BIRD,542.0,2032.77,101
23491,VINTAGE JINGLE BELLS HEART,228.0,1897.76,78
23492,VINTAGE JINGLE BELLS WREATH,76.0,635.38,28
23493,VINTAGE DOILY TRAVEL SEWING KIT,3964.0,8497.98,415
23494,VINTAGE DOILY DELUXE SEWING KIT ,809.0,5354.01,205
23495,SET OF 3 PANTRY WOODEN SPOONS,225.0,306.66,41
23496,PANTRY KITCHEN THERMOMETER ,112.0,154.52,31
23497,CLASSIC CHROME BICYCLE BELL ,2498.0,3578.62,193
23497,CLASSIC CROME BICYCLE BELL ,60.0,77.4,2
23498,CLASSIC BICYCLE CLIPS ,1640.0,2372.68,99
23499,SET 12 VINTAGE DOILY CHALK ,1312.0,586.23,110
23500,KEY RING BASEBALL BOOT ASSORTED ,1626.0,2038.33,98
23501,KEY RING BASEBALL BOOT UNION JACK,1821.0,2217.87,112
23502,PLAYING CARDS VINTAGE DOILEY ,13.0,16.25,2
23502,PLAYING CARDS VINTAGE DOILY ,701.0,880.16,92
23503,PLAYING CARDS KEEP CALM & CARRY ON,3643.0,4860.55,335
23504,PLAYING CARDS JUBILEE UNION JACK,1927.0,2848.89,208
23505,PLAYING CARDS I LOVE LONDON ,1200.0,1651.29,115
23506,MINI PLAYING CARDS SPACEBOY ,2723.0,1129.12,146
23507,MINI PLAYING CARDS BUFFALO BILL ,2882.0,1155.67,119
23508,MINI PLAYING CARDS DOLLY GIRL ,2627.0,1163.45,120
23509,MINI PLAYING CARDS FUN FAIR ,1062.0,451.46,65
23510,MINI PLAYING CARDS GYMKHANA,2521.0,1118.8,120
23511,EMBROIDERED RIBBON REEL EMILY ,571.0,1252.01,98
23512,EMBROIDERED RIBBON REEL ROSIE,500.0,975.24,57
23513,EMBROIDERED RIBBON REEL SUSIE ,566.0,1114.26,70
23514,EMBROIDERED RIBBON REEL SALLY ,478.0,977.39,74
23515,EMBROIDERED RIBBON REEL DAISY ,579.0,1164.98,71
23516,EMBROIDERED RIBBON REEL SOPHIE  ,296.0,1058.6,42
23517,EMBROIDERED RIBBON REEL REBECCA ,334.0,996.38,63
23518,EMBROIDERED RIBBON REEL RACHEL ,361.0,980.41,44
23519,EMBROIDERED RIBBON REEL CLAIRE,224.0,792.31,24
23520,EMBROIDERED RIBBON REEL RUBY ,167.0,600.55,32
23521,CAT AND BIRD WALL ART,270.0,323.64,4
23521,WALL ART CAT AND BIRD ,143.0,469.73,40
23522,DOG AND BALL WALL ART,252.0,425.88,4
23522,WALL ART DOG AND BALL ,102.0,301.56,28
23523,TREASURE AHOY WALL ART,270.0,833.46,16
23523,WALL ART TREASURE AHOY ,90.0,340.35,25
23524,HORSE & PONY WALL ART,256.0,797.31,17
23524,WALL ART HORSE & PONY ,225.0,760.32,46
23525,BUFFALO BILL WALL ART ,248.0,852.72,16
23525,WALL ART BUFFALO BILL ,334.0,1011.1,37
23526,DOG LICENCE WALL ART,408.0,2081.64,29
23526,WALL ART DOG LICENCE ,604.0,3939.76,114
23527,ANIMALS AND NATURE WALL ART,267.0,923.97,17
23527,WALL ART ANIMALS AND NATURE ,153.0,504.59,31
23528,SPACEBOY WALL ART,306.0,885.9,13
23528,WALL ART SPACEBOY,173.0,618.59,37
23529,DOLLY GIRL WALL ART,318.0,1055.94,11
23529,WALL ART DOLLY GIRL ,319.0,956.05,26
23530,WALL ART ONLY ONE PERSON ,1050.0,4406.57,86
23530,"WALL ART,ONLY ONE PERSON ",6.0,29.7,1
23531,WALL ART BIG LOVE ,976.0,5538.26,112
23532,WALL ART WORK REST AND PLAY  ,210.0,901.58,31
23533,WALL ART GARDEN HAVEN ,215.0,998.64,36
23534,STOP FOR TEA WALL ART,518.0,2572.7,41
23534,WALL ART STOP FOR TEA ,869.0,6036.2,219
23535,BICYCLE SAFTEY WALL ART,458.0,2371.94,39
23535,WALL ART BICYCLE SAFETY,845.0,5954.15,173
23535,WALL ART BICYCLE SAFTEY ,21.0,114.15,3
23536,VILLAGE SHOW WALL ART,386.0,2072.42,18
23536,WALL ART VILLAGE SHOW ,240.0,1369.71,67
23537,I LOVE LONDON WALL ART,12.0,59.4,2
23537,WALL ART I LOVE LONDON ,99.0,521.73,32
23538,WALL ART VINTAGE HEART,331.0,1329.54,32
23539,"WALL ART , LOVES' SECRET ",8.0,47.6,2
23539,WALL ART LOVES' SECRET ,239.0,1180.35,39
23540,"WALL ART , THE MAGIC FOREST ",2.0,13.9,1
23540,WALL ART THE MAGIC FOREST ,148.0,933.16,13
23541,"WALL ART ,PUDDINGS ",8.0,61.2,2
23541,WALL ART CLASSIC PUDDINGS ,864.0,6762.71,150
23542,70'S ALPHABET WALL ART,150.0,1043.1,15
23542,WALL ART 70'S ALPHABET ,356.0,2757.06,74
23543,KEEP CALM WALL ART ,269.0,2015.97,20
23543,WALL ART KEEP CALM ,967.0,4994.79,83
23544,WALL ART MID CENTURY MODERN ,164.0,1015.78,20
23545,WRAP RED DOILEY,380.0,159.6,16
23545,WRAP RED VINTAGE DOILY,2100.0,866.0,68
23546,WRAP PAISLEY PARK ,3250.0,1365.0,120
23547,WRAP FLOWER SHOP  ,1575.0,661.5,62
23548,WRAP MAGIC FOREST ,1075.0,451.5,43
23549,WRAP BIRD GARDEN ,1305.0,548.1,52
23550,WRAP ALPHABET POSTER  ,1855.0,763.1,64
23551,PACK OF 12 PAISLEY PARK TISSUES ,1840.0,839.84,136
23552,BICYCLE PUNCTURE REPAIR KIT ,1863.0,3881.91,116
23553,LANDMARK FRAME CAMDEN TOWN ,568.0,6444.65,68
23554,LANDMARK FRAME OXFORD STREET,422.0,4805.53,57
23555,LANDMARK FRAME NOTTING HILL ,421.0,4780.57,50
23556,LANDMARK FRAME COVENT GARDEN ,436.0,4937.01,53
23557,LANDMARK FRAME BAKER STREET ,350.0,3930.27,32
23558,LANDMARK FRAME LONDON BRIDGE ,415.0,4703.87,52
23559,WOODLAND BUNNIES LOLLY MAKERS,649.0,1482.41,124
23560,SET OF 6 RIBBONS COUNTRY STYLE,172.0,499.18,26
23561,SET OF 6 RIBBONS PARTY,170.0,476.0,16
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,251.0,724.59,43
23564,EGG CUP MILKMAID INGRID,644.0,841.31,76
23565,EGG CUP MILKMAID HELGA ,410.0,586.31,63
23566,EGG CUP MILKMAID HEIDI,881.0,1156.93,83
23567,EGG CUP HENRIETTA HEN PINK,211.0,291.58,37
23568,EGG CUP HENRIETTA HEN CREAM ,630.0,787.52,48
23569,TRADTIONAL ALPHABET STAMP SET,954.0,4717.66,192
23570,TRADITIONAL PICK UP STICKS GAME ,2772.0,4931.87,276
23571,TRADITIONAL NAUGHTS & CROSSES,2841.0,6406.91,257
23574,PACKING CHARGE,14.0,105.0,14
23575,SNACK TRAY PAISLEY PARK,179.0,367.35,32
23576,SNACK TRAY RED VINTAGE DOILY,198.0,400.04,37
23578,SNACK TRAY RED GINGHAM,60.0,125.72,14
23579,SNACK TRAY I LOVE LONDON,169.0,358.75,35
23580,SNACK TRAY HAPPY FOREST  ,116.0,234.92,25
23581,JUMBO BAG PAISLEY PARK,5020.0,11581.83,338
23582,VINTAGE DOILY JUMBO BAG RED ,4802.0,10206.41,259
23583,LUNCH BAG PAISLEY PARK  ,3385.0,5497.33,325
23597,PAPER BUNTING PAISLEY PARK,249.0,679.07,31
23598,PAPER BUNTING VINTAGE PARTY,427.0,1215.53,47
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8.0,19.92,4
23602,SET 10 CARDS 3 WISE MEN 17107,1.0,2.91,1
23603,SET 10 CARD KRAFT REINDEER 17084,20.0,49.8,14
23604,SET 10 MINI SANTA & SNOWMAN  17087,4.0,6.64,2
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4.0,11.64,1
23607,SET 10 CARDS HATS & STOCKINGS 17081,8.0,13.28,7
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4.0,11.64,3
23609,SET 10 CARDS SNOWY ROBIN 17099,1.0,2.91,1
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3.0,6.24,3
23611,SET 10 CARDS RED RIDING HOOD 17214,40.0,99.6,16
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5.0,8.3,2
23613,SET 10 XMAS CARDS & BADGES 17070,11.0,27.39,6
23614,SET 10 CARDS 12 DAYS WRAP  17058,26.0,86.58,11
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4.0,9.96,4
23616,SET 10 CARDS JINGLE BELLS 17217,8.0,19.92,7
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2.0,5.82,1
23619,SET 10 CARDS POINSETTIA 17093,4.0,9.96,2
23620,SET 10 CARDS PERFECT POST 17090,10.0,24.9,7
23621,SET 10 CARDS DAVID'S MADONNA 17074,6.0,14.94,4
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8.0,23.28,6
23624,SET 10 CARD PERFECT NATIVITY 17089,4.0,9.96,4
23625,SET 6 CARDS SPARKLY REINDEER 17262,9.0,44.91,4
23626,SET 10 CARDS DINKY TREE 17076,43.0,107.07,16
23627,SET 10 CARDS XMAS GRAPHIC  17218,7.0,17.43,2
23628,SET 10 CARDS TRIANGLE ICONS  17220,1.0,2.91,1
23629,SET 10 CARDS DRESSING UP 17077,24.0,59.76,10
23630,SET 10 CARDS HANGING BAUBLES 17080,2.0,5.48,2
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15.0,31.2,10
23633,SET 10 CARDS WORLD CHILDREN 17067,3.0,7.47,3
23634,SET 10 CARDS XMAS CHOIR 17068,5.0,14.55,5
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3.0,12.48,3
23636,SET 10 CARDS WISHING TREE 17116,9.0,26.19,7
23637,SET 10 CARDS OUT OF ORDER 17216,11.0,27.39,9
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2.0,5.82,2
23639,SET 10 CARDS MAGICAL TREE 17086,4.0,13.32,4
23640,SET 10 CARDS SCOTTIE DOG 17211,9.0,22.41,8
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1.0,3.33,1
23644,SET 10 CARDS CHRISTMAS TREE 16955,5.0,16.65,5
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9.0,22.41,4
23646,SET 10 CARDS JINGLE BELLS 16957,8.0,19.92,5
23649,SET 10 CARDS DECK THE HALLS 16960,2.0,4.98,2
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4.0,9.96,4
23652,SET 10 CARD CHRISTMAS STAMPS 16963,2.0,5.82,1
23654,SET 10 CARD SNOWMAN 16965,5.0,12.45,4
23660,HENRIETTA HEN MUG ,306.0,534.66,42
23661,MILK MAIDS MUG ,219.0,393.59,33
23664,FLOWER SHOP DESIGN MUG,1.0,1.65,1
23681,LUNCH BAG RED VINTAGE DOILY,1576.0,2525.04,132
23691,KEEP CALM BIRTHDAY WRAP,50.0,21.0,2
23691,WRAP KEEP CALM BIRTHDAY,1125.0,460.5,36
23692,WRAP A PRETTY THANK YOU,50.0,21.0,2
23694,PAISLEY PARK CARD,376.0,165.08,41
23695,DOILY THANK YOU CARD,741.0,313.24,57
23697,A PRETTY THANK YOU CARD,456.0,194.58,35
23702,High Resolution Image,4.0,27.0,3
23843,"PAPER CRAFT , LITTLE BIRDIE",80995.0,168469.6,1
35001G,HAND OPEN SHAPE GOLD,198.0,677.34,30
35001W,HAND OPEN SHAPE DECO.WHITE,92.0,270.02,5
35004B,SET OF 3 BLACK FLYING DUCKS,577.0,2934.81,111
35004C,SET OF 3 COLOURED  FLYING DUCKS,394.0,1888.1,39
35004G,SET OF 3 GOLD FLYING DUCKS,127.0,454.65,21
35004P,SET OF 3 PINK FLYING DUCKS,1.0,5.45,1
35095A,BLUE VICTORIAN FABRIC OVAL BOX,925.0,388.57,100
35095B,RED VICTORIAN FABRIC OVAL BOX,862.0,352.25,98
35241,ENAMEL BLUE RIM BISCUIT BIN,103.0,530.49,44
35265,COLOURFUL FLOWER FRUIT BOWL,17.0,52.2,12
35271S,GOLD PRINT PAPER BAG,19.0,3.61,2
35400,WOODEN BOX ADVENT CALENDAR ,10.0,89.5,5
35443,RASTA IN BATH W SPLIFF ASHTRAY,8.0,6.8,6
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1848.0,979.11,223
35591T,TURQUOISE CHRISTMAS TREE ,5.0,6.25,4
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.0,1.25,1
35597B,BLACKCHRISTMAS TREE 30CM,1.0,1.25,1
35597D,PINK/WHITE CHRISTMAS TREE 30CM,46.0,17.48,2
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9.0,26.55,2
35598B,BLACK CHRISTMAS TREE 60CM,558.0,460.64,25
35598C,WHITE CHRISTMAS TREE 60CM,2.0,5.9,2
35598D,PINK/WHITE CHRISTMAS TREE 60CM,684.0,493.01,42
35599B,BLACK CHRISTMAS TREE 120CM,217.0,551.13,27
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,201.0,553.07,34
35607A,PINK FLUFFY CHRISTMAS DECORATION,26.0,7.82,2
35607B,BLACK FEATHER CHRISTMAS DECORATION,96.0,18.24,7
35609A,PINK FEATHER CHRISTMAS DECORATION,1.0,2.51,1
35610A,PINK CHRISTMAS FLOCK DROPLET ,10.0,15.02,3
35610B,BLACK CHRISTMAS FLOCK DROPLET ,24.0,30.0,1
35610C,WHITE CHRISTMAS FLOCK DROPLET ,25.0,32.51,2
35637A,IVORY STRING CURTAIN WITH POLE ,170.0,440.62,28
35637C,PINK STRING CURTAIN WITH POLE,30.0,100.86,9
35638A,PINK AND BLACK STRING CURTAIN,38.0,82.1,5
35638B,PINK/BLUE STRING CURTAIN ,57.0,128.33,5
35645,VINTAGE BEAD PINK JEWEL BOX,4.0,17.0,3
35646,VINTAGE BEAD PINK EVENING BAG,619.0,937.25,94
35647,VINTAGE BEAD PINK SHADE ,13.0,16.25,2
35648,VINTAGE BEAD PINK PURSE ,979.0,1066.66,128
35649,VINTAGE BEAD COSMETIC BAG ,57.0,156.85,35
35650,VINTAGE BEAD PINK JEWEL STAND,1.0,4.95,1
35651,VINTAGE BEAD PINK SCARF ,451.0,985.84,58
35653,VINTAGE BEAD NOTEBOOK,150.0,433.19,52
35809a,ENAMEL PINK TEA CONTAINER,9.0,37.33,9
35809A,ENAMEL PINK TEA CONTAINER,420.0,488.06,62
35809B,ENAMEL BLUE RIM TEA CONTAINER,8.0,9.18,3
35810A,ENAMEL PINK COFFEE CONTAINER,633.0,640.09,75
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,152.0,174.09,26
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162.0,63.28,5
35816P,"ACRYLIC JEWEL ANGEL,PINK",78.0,29.64,2
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",6.0,15.3,1
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12.0,4.56,1
35818B,"ACRYLIC JEWEL ICICLE, BLUE",31.0,11.78,3
35818P,"ACRYLIC JEWEL ICICLE, PINK",263.0,105.83,19
35819B,"ACRYLIC HANGING JEWEL,BLUE",268.0,106.05,24
35819P,"ACRYLIC HANGING JEWEL,PINK",95.0,66.55,7
35833G,4 GOLD FLOCK CHRISTMAS BALLS,2.0,6.72,1
35833P,4 PINK FLOCK CHRISTMAS BALLS,49.0,88.47,22
35909A,RABBIT EASTER DECORATION,8.0,23.6,3
35909B,PINK FLOWERS RABBIT EASTER,8.0,23.6,2
35910A,MULTICOLOUR EASTER RABBIT ,20.0,39.0,4
35910B,PINK FLOWERS RABBIT EASTER,13.0,25.35,3
35911A,MULTICOLOUR RABBIT EGG WARMER,319.0,292.07,70
35911B,PINK/FLOWER RABBIT EGG WARMER ,119.0,100.76,15
35912B,WHITE/PINK CHICK DECORATION,252.0,301.26,20
35913B,WHITE/PINK CHICK EASTER DECORATION,36.0,35.48,10
35914,PINK CHICK EGG WARMER + EGG CUP,195.0,218.81,40
35915B,BLUE KNITTED HEN ,220.0,257.22,50
35915C,PEACH KNITTED HEN ,315.0,316.46,60
35916A,YELLOW FELT HANGING HEART W FLOWER,87.0,67.39,29
35916B,BLUE FELT HANGING HEART W FLOWER,16.0,26.11,2
35916B,BLUE FELT HANGING HEART WITH FLOWER,75.0,50.57,30
35916C,PINK FELT HANGING HEART W FLOWER,106.0,107.72,20
35920,FOUR RABBIT EASTER DECORATIONS,72.0,104.84,15
35921,EASTER BUNNY HANGING GARLAND,68.0,133.23,23
35922,EASTER BUNNY WREATH,28.0,138.6,10
35923,CANDY HEART HANGING DECORATION,1318.0,690.52,62
35924,HANGING FAIRY CAKE DECORATION,820.0,1484.3,72
35933,PINK STOCKING CHRISTMAS DECORATION,226.0,92.21,19
35953,FOLKART STAR CHRISTMAS DECORATIONS,3581.0,1633.67,131
35954,SMALL FOLKART STAR CHRISTMAS DEC,1245.0,350.48,54
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,688.0,361.81,41
35958,FOLKART ZINC STAR CHRISTMAS DEC,12.0,10.2,3
35961,FOLKART ZINC HEART CHRISTMAS DEC,2986.0,2629.81,244
35964,FOLKART CLIP ON STARS,783.0,404.08,100
35965,FOLKART HEART NAPKIN RINGS,366.0,551.13,69
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,27.0,10.26,2
35967,FOLK ART METAL STAR T-LIGHT HOLDER,485.0,252.33,67
35968,FOLK ART METAL HEART T-LIGHT HOLDER,163.0,82.1,19
35970,ZINC FOLKART SLEIGH BELLS,5050.0,9512.73,456
35971,ROSE FOLKART HEART DECORATIONS,462.0,600.93,88
35972,DAISY FOLKART HEART DECORATION,96.0,120.0,16
37327,ASSTD MULTICOLOUR CIRCLES MUG,1578.0,840.08,81
37330,BIG POLKADOT MUG,6.0,2.34,1
37333,"RETRO ""TEA FOR ONE"" ",21.0,120.99,17
37340,MULTICOLOUR SPRING FLOWER MUG,2544.0,1695.86,135
37342,POLKADOT COFFEE CUP & SAUCER PINK,1570.0,1489.01,109
37343,POLKADOT MUG PINK ,72.0,123.3,13
37351,ORANGE FLOWER MUG ,10.0,9.06,2
37370,RETRO COFFEE MUGS ASSORTED,2567.0,3839.01,159
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,6.0,7.5,1
37413,ICON MUG REVOLUTIONARY,703.0,284.49,81
37423,WHITE WITH BLACK CATS PLATE,78.0,33.18,3
37444A,YELLOW BREAKFAST CUP AND SAUCER,53.0,66.35,18
37444B,BLUE BREAKFAST CUP AND SAUCER ,4.0,11.8,3
37444C,PINK BREAKFAST CUP AND SAUCER ,21.0,42.27,9
37446,MINI CAKE STAND WITH HANGING CAKES,1354.0,1976.09,183
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,820.0,1313.28,115
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1451.0,2206.63,187
37449,CERAMIC CAKE STAND + HANGING CAKES,563.0,5117.29,154
37450,CERAMIC CAKE BOWL + HANGING CAKES,714.0,2117.54,134
37461,FUNKY MONKEY MUG,1.0,1.25,1
37462E,"PET MUG, GOLDFISH",36.0,13.1,12
37464,ROBOT MUG IN DISPLAY BOX,3.0,3.75,2
37467,PIG MUG IN TWO COLOUR DESIGNS,159.0,130.27,17
37468,HARDMAN MUG 3 ASSORTED,64.0,32.03,13
37471,MULTICOLOUR POLKADOT PLATE,29.0,30.43,3
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1.0,9.95,1
37475,SET/4 COLOURFUL MIXING BOWLS,70.0,661.98,43
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,37.0,399.02,26
37479B,CUBIC MUG FLOCK BLUE ON BROWN,131.0,78.09,21
37479P,CUBIC MUG FLOCK PINK ON BROWN,163.0,142.23,32
